_id,title,content,summary,sentiment.label,sentiment.score,sentiment.comparative,sentiment.rawScore,createAt,updatedAt,__v,keywords[0],keywords[1],keywords[2],keywords[3],keywords[4],keywords[5],keywords[6],keywords[7],sentiment.positive[0],sentiment.positive[1],sentiment.positive[2],sentiment.positive[3],sentiment.positive[4],sentiment.positive[5],sentiment.positive[6],sentiment.positive[7],sentiment.negative[0],sentiment.negative[1],sentiment.negative[2],sentiment.negative[3],sentiment.negative[4],sentiment.negative[5],sentiment.negative[6],sentiment.negative[7],createdAt,user
692f35ee3f63f18ae9439ebb,Application de jardinage intelligent,"Idée : développer une application mobile qui aide les jardiniers amateurs. Fonctionnalités : reconnaissance des plantes par photo, calendrier de plantation personnalisé selon la localisation, rappels d'arrosage, diagnostic des maladies des plantes, conseils de permaculture. Intégration possible avec des capteurs IoT pour mesurer l'humidité du sol. Modèle économique : version gratuite limitée, abonnement premium à 4.99€/mois. Public cible : citadins avec balcon, débutants en jardinage, écoles. Potentiel éducatif et écologique important. Marché en croissance avec la tendance du retour à la nature.",Idée : développer une application mobile qui aide les jardiniers amateurs. Intégration possible avec des capteurs IoT pour mesurer l'humidité du sol. Marché en croissance avec la tendance du retour à la nature.,positive,0.574,0.0289,2.23,2025-12-02T18:54:38.139Z,2026-01-10T17:48:36.284Z,0,fonctionnalites reconnaissance,amateurs fonctionnalites,permaculture integration,plantation personnalise,localisation rappels,integration possible,ecologique important,jardiniers amateurs,aide,important,,,,,,,maladies,,,,,,,,,
692f36003f63f18ae9439ebd,Réflexion sur le temps,"Le temps est la ressource la plus démocratique : nous en avons tous le même quota quotidien, mais pas les mêmes contraintes pour l'utiliser. La perception du temps varie selon l'âge : lent dans l'enfance, rapide à l'âge adulte. La productivité moderne nous pousse à optimiser chaque minute, au risque de vivre dans l'urgence permanente. Peut-être devrions-nous réapprendre à 'perdre' du temps, à flâner, à contempler. Le temps bien utilisé n'est pas forcément le temps rempli d'activités. La qualité des moments compte plus que leur quantité. Une vie bien vécue est-elle une vie bien remplie ou une vie bien ressentie ?","Le temps est la ressource la plus démocratique : nous en avons tous le même quota quotidien, mais pas les mêmes contraintes pour l'utiliser. La productivité moderne nous pousse à optimiser chaque minute, au risque de vivre dans l'urgence permanente. Une vie bien vécue est-elle une vie bien remplie ou une vie bien ressentie ?",positive,0.61,0.0344,3.31,2025-12-02T18:54:56.565Z,2026-01-10T17:48:36.294Z,0,productivite moderne,urgence permanente,memes contraintes,quota quotidien,quotidien mais,enfance rapide,moments compte,etre devrions,plus,rempli,,,,,,,risque,urgence,perdre,,,,,,,
692ff46e874dbba63e24d2fa,Excellent restaurant,"Dîner absolument délicieux hier soir ! Le chef a préparé des plats créatifs et savoureux, le service était impeccable et l'ambiance chaleureuse. Nous avons passé un moment exceptionnel. Je recommande vivement cet établissement.","Dîner absolument délicieux hier soir ! Le chef a préparé des plats créatifs et savoureux, le service était impeccable et l'ambiance chaleureuse. Je recommande vivement cet établissement.",positive,0.867,0.3548,11,,2026-01-10T17:48:36.303Z,0,absolument delicieux,ambiance chaleureuse,moment exceptionnel,recommande vivement,diner absolument,etait impeccable,delicieux hier,plats creatifs,chef,exceptionnel,recommande,,,,,,,,,,,,,,2025-12-03T08:27:26.314Z,
695ef3ed1209c2394726e487,Jouet défectueux,"J'ai acheté la voiture télécommandée SuperRacer pour mon fils de 8 ans et je dois dire que je suis extrêmement déçu. \n\nLe jouet semblait prometteur avec son emballage coloré et ses nombreuses fonctionnalités annoncées. Malheureusement, la déception a été grande dès la première utilisation.\n\nPROBLÈMES RENCONTRÉS :\n1. La télécommande ne fonctionne qu'à moins de 2 mètres (contre 10 mètres annoncés)\n2. Les piles incluses étaient presque à plat\n3. Une roue avant était mal fixée et vacillait\n4. Après seulement 30 minutes d'utilisation, le moteur a commencé à surchauffer\n5. La peinture s'écaille au moindre choc\n\nPOINTS POSITIFS (bien que rares) :\n- Le design est effectivement attractif\n- Les lumières LED fonctionnent correctement\n- La boîte est solide et bien présentée\n\nSERVICE CLIENT :\nJ'ai contacté le service client qui m'a répondu après 5 jours. Leur solution ? M'envoyer une nouvelle roue... sans prendre en charge les frais de port. Une attitude lamentable.\n\nCONCLUSION :\nCe produit est clairement de mauvaise qualité. Je ne le recommande à personne. Pour 45€, on peut trouver bien mieux sur le marché. Un vrai gâchis d'argent et une grande déception pour mon fils qui attendait ce jouet depuis des semaines.\n\nNote : 1/5 étoiles - À ÉVITER ABSOLUMENT""","J'ai acheté la voiture télécommandée SuperRacer pour mon fils de 8 ans et je dois dire que je suis extrêmement déçu. Après seulement 30 minutes d'utilisation, le moteur a commencé à surchauffer 5. Note : 1/5 étoiles - À ÉVITER ABSOLUMENT""",negative,0.235,-0.0442,-7.95,,2026-01-10T17:48:36.317Z,0,service client,nombreuses fonctionnalites,fonctionnalites annoncees,annoncees malheureusement,fonctionnent correctement,telecommandee superracer,effectivement attractif,voiture telecommandee,grande,solution,frais,clairement,mieux,vrai,,,dire,malheureusement,contre,mal,choc,lamentable,mauvaise,recommande,2026-01-08T00:01:49.837Z,guest
695f86e0e7a3630763d5699e,Service Client Catastrophique - TechElectro,"Notre dîner au Petit Bistrot hier soir était absolument exceptionnel ! Dès notre arrivée, nous avons été chaleureusement accueillis par le personnel. L'ambiance était cosy et raffinée, avec une décoration élégante et des bougies sur chaque table.\n\nLe menu était un véritable régal pour les papilles. Nous avons commencé avec une soupe à l'oignon gratinée divine, suivie d'un filet de bœuf cuit à la perfection. La viande était si tendre qu'elle se coupait comme du beurre. Le chef est venu personnellement à notre table pour s'assurer que tout était à notre goût.\n\nLe point culminant fut le dessert : un fondant au chocolat fondant à cœur accompagné d'une glace vanille maison. C'était tellement délicieux que nous en avons commandé un second !\n\nLe service était impeccable, attentionné sans être intrusif. La sommelier nous a conseillé un vin rouge superbe qui s'est parfaitement marié avec nos plats.\n\nPour 85€ par personne, c'était un investissement totalement justifié. Nous reviendrons certainement et recommanderons ce restaurant à tous nos amis. Une expérience gastronomique merveilleuse !","Notre dîner au Petit Bistrot hier soir était absolument exceptionnel ! Nous avons commencé avec une soupe à l'oignon gratinée divine, suivie d'un filet de bœuf cuit à la perfection. Une expérience gastronomique merveilleuse !",positive,1,0.1943,31.29,,2026-01-10T17:48:36.327Z,0,chaleureusement accueillis,gastronomique merveilleuse,investissement totalement,reviendrons certainement,experience gastronomique,absolument exceptionnel,impeccable attentionne,venu personnellement,exceptionnel,comme,chef,assurer,culminant,superbe,parfaitement,merveilleuse,,,,,,,,,2026-01-08T10:28:48.616Z,guest
69628cb573274e06ceda1af8,Note 1 - Positive,"Dîner entre amis absolument délicieux. Des rires, de bonnes discussions et une cuisine exquise. Ces moments sont précieux.","Dîner entre amis absolument délicieux. Des rires, de bonnes discussions et une cuisine exquise. Ces moments sont précieux.",neutral,0.5,0,0,,2026-01-10T17:48:36.334Z,0,absolument delicieux,bonnes discussions,amis absolument,cuisine exquise,precieux,moments,diner,rires,,,,,,,,,,,,,,,,,2024-08-29T09:04:20.325Z,alice
69628cb573274e06ceda1af9,Note 2 - Neutral,Lecture d'articles techniques sur mon domaine professionnel. Contenu informatif mais déjà largement connu.,Lecture d'articles techniques sur mon domaine professionnel. Contenu informatif mais déjà largement connu.,negative,0.433,-0.1538,-2,,2026-01-10T17:48:36.339Z,0,domaine professionnel,professionnel contenu,articles techniques,contenu informatif,informatif mais,largement connu,deja largement,mais deja,,,,,,,,,professionnel,,,,,,,,2025-12-10T02:32:48.422Z,diana
69628cb573274e06ceda1afa,Note 3 - Positive,Le livre que je viens de finir était captivant. L'intrigue était bien construite et les personnages attachants. Une lecture très enrichissante.,Le livre que je viens de finir était captivant. L'intrigue était bien construite et les personnages attachants. Une lecture très enrichissante.,neutral,0.5,0,0,,2026-01-10T17:48:36.344Z,0,personnages attachants,tres enrichissante,etait captivant,intrigue etait,lecture tres,finir etait,construite,livre,,,,,,,,,,,,,,,,,2024-04-09T17:43:40.855Z,bob
69628cb573274e06ceda1afb,Note 4 - Positive,"J'ai reçu une promotion aujourd'hui. Après deux ans de travail acharné, c'est enfin reconnu. Je me sens valorisé et motivé pour les nouveaux défis.","J'ai reçu une promotion aujourd'hui. Après deux ans de travail acharné, c'est enfin reconnu. Je me sens valorisé et motivé pour les nouveaux défis.",negative,0.433,-0.08,-2,,2026-01-10T17:48:36.350Z,0,promotion aujourd,travail acharne,nouveaux defis,sens valorise,aujourd hui,apres deux,hui apres,deux ans,,,,,,,,,sens,,,,,,,,2024-03-19T08:47:04.731Z,charlie
69628cb573274e06ceda1afc,Note 5 - Positive,Notre équipe a gagné le tournoi de football d'entreprise. L'esprit d'équipe était incroyable et la célébration après la victoire était mémorable !,Notre équipe a gagné le tournoi de football d'entreprise. L'esprit d'équipe était incroyable et la célébration après la victoire était mémorable !,positive,0.633,0.2,4,,2026-01-10T17:48:36.357Z,0,celebration apres,etait incroyable,etait memorable,victoire etait,equipe etait,entreprise,football,tournoi,gagne,esprit,,,,,,,incroyable,,,,,,,,2025-08-25T16:49:59.589Z,emma
69628cb573274e06ceda1afd,Note 6 - Negative,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,Problèmes de santé persistants qui affectent ma productivité. Les rendez-vous médicaux s'accumulent sans solution claire en vue.,neutral,0.477,-0.0389,-0.7,,2026-01-10T17:48:36.364Z,0,sante persistants,solution claire,productivite,accumulent,problemes,affectent,medicaux,rendez,,,,,,,,,solution,,,,,,,,2025-09-27T18:04:47.547Z,frank
69628cb573274e06ceda1afe,Note 7 - Negative,Annulation de dernière minute d'un voyage attendu depuis des mois. Déception immense et perte financière significative.,Annulation de dernière minute d'un voyage attendu depuis des mois. Déception immense et perte financière significative.,negative,0.4,-0.1875,-3,,2026-01-10T17:48:36.372Z,0,financiere significative,deception immense,perte financiere,derniere minute,voyage attendu,mois deception,annulation,,significative,,,,,,,,attendu,perte,,,,,,,2024-01-22T22:36:32.320Z,frank
69628cb573274e06ceda1aff,Note 8 - Neutral,Courses effectuées au supermarché. La liste était complète et les rayons bien approvisionnés. Rien de particulier à noter.,Courses effectuées au supermarché. La liste était complète et les rayons bien approvisionnés. Rien de particulier à noter.,neutral,0.5,0,0,,2026-01-10T17:48:36.378Z,0,approvisionnes rien,courses effectuees,etait complete,liste etait,supermarche,particulier,rayons,noter,,,,,,,,,,,,,,,,,2024-04-02T22:49:15.620Z,alice
69628cb573274e06ceda1b00,Note 9 - Negative,Problème technique majeur avec le serveur de production. Plusieurs heures de panne qui ont affecté tous les utilisateurs. Beaucoup de stress et de pression.,Problème technique majeur avec le serveur de production. Plusieurs heures de panne qui ont affecté tous les utilisateurs. Beaucoup de stress et de pression.,negative,0.367,-0.1667,-4,,2026-01-10T17:48:36.386Z,0,utilisateurs beaucoup,production plusieurs,probleme technique,technique majeur,plusieurs heures,pression,serveur,affecte,,,,,,,,,stress,pression,,,,,,,2024-05-26T09:47:31.492Z,charlie
69628cb573274e06ceda1b01,Note 10 - Negative,Problème technique majeur avec le serveur de production. Plusieurs heures de panne qui ont affecté tous les utilisateurs. Beaucoup de stress et de pression.,Problème technique majeur avec le serveur de production. Plusieurs heures de panne qui ont affecté tous les utilisateurs. Beaucoup de stress et de pression.,negative,0.367,-0.1667,-4,,2026-01-10T17:48:36.392Z,0,utilisateurs beaucoup,production plusieurs,probleme technique,technique majeur,plusieurs heures,pression,serveur,affecte,,,,,,,,,stress,pression,,,,,,,2024-08-08T08:22:44.835Z,charlie
69628cb573274e06ceda1b02,Note 11 - Negative,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,neutral,0.5,0,0,,2026-01-10T17:48:36.398Z,0,attente interminable,client inexistant,inexistant trois,finalement etre,service client,etre transfere,trois heures,boite vocale,,,,,,,,,,,,,,,,,2024-11-10T18:50:03.205Z,emma
69628cb573274e06ceda1b03,Note 12 - Neutral,"Révision du budget mensuel. Les dépenses sont dans les limites prévues, aucun écart significatif.","Révision du budget mensuel. Les dépenses sont dans les limites prévues, aucun écart significatif.",neutral,0.467,-0.0714,-1,,2026-01-10T17:48:36.405Z,0,ecart significatif,limites prevues,budget mensuel,revision,depenses,,,,,,,,,,,,limites,,,,,,,,2025-07-28T09:04:27.210Z,frank
69628cb573274e06ceda1b04,Note 13 - Negative,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,neutral,0.5,0,0,,2026-01-10T17:48:36.411Z,0,attente interminable,client inexistant,inexistant trois,finalement etre,service client,etre transfere,trois heures,boite vocale,,,,,,,,,,,,,,,,,2025-04-11T04:24:22.975Z,frank
69628cb573274e06ceda1b05,Note 14 - Negative,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,Attente interminable pour un service client inexistant. Trois heures au téléphone pour finalement être transféré vers une boîte vocale.,neutral,0.5,0,0,,2026-01-10T17:48:36.418Z,0,attente interminable,client inexistant,inexistant trois,finalement etre,service client,etre transfere,trois heures,boite vocale,,,,,,,,,,,,,,,,,2025-10-11T22:51:19.473Z,bob
69628cb573274e06ceda1b06,Note 15 - Neutral,Révision des emails et planification de la journée de demain. Routine administrative accomplie efficacement.,Révision des emails et planification de la journée de demain. Routine administrative accomplie efficacement.,positive,0.567,0.1429,2,,2026-01-10T17:48:36.424Z,0,administrative accomplie,routine administrative,accomplie efficacement,demain routine,planification,revision,journee,emails,efficacement,,,,,,,,,,,,,,,,2025-08-19T07:42:39.303Z,charlie
69628cb573274e06ceda1b07,Note 16 - Positive,Notre équipe a gagné le tournoi de football d'entreprise. L'esprit d'équipe était incroyable et la célébration après la victoire était mémorable !,Notre équipe a gagné le tournoi de football d'entreprise. L'esprit d'équipe était incroyable et la célébration après la victoire était mémorable !,positive,0.633,0.2,4,,2026-01-10T17:48:36.432Z,0,celebration apres,etait incroyable,etait memorable,victoire etait,equipe etait,entreprise,football,tournoi,gagne,esprit,,,,,,,incroyable,,,,,,,,2024-08-05T10:47:00.540Z,bob
69628cb573274e06ceda1b08,Note 17 - Neutral,Lecture d'articles techniques sur mon domaine professionnel. Contenu informatif mais déjà largement connu.,Lecture d'articles techniques sur mon domaine professionnel. Contenu informatif mais déjà largement connu.,negative,0.433,-0.1538,-2,,2026-01-10T17:48:36.438Z,0,domaine professionnel,professionnel contenu,articles techniques,contenu informatif,informatif mais,largement connu,deja largement,mais deja,,,,,,,,,professionnel,,,,,,,,2025-01-01T04:38:43.866Z,diana
69628cb573274e06ceda1b09,Note 18 - Neutral,Révision des emails et planification de la journée de demain. Routine administrative accomplie efficacement.,Révision des emails et planification de la journée de demain. Routine administrative accomplie efficacement.,positive,0.567,0.1429,2,,2026-01-10T17:48:36.444Z,0,administrative accomplie,routine administrative,accomplie efficacement,demain routine,planification,revision,journee,emails,efficacement,,,,,,,,,,,,,,,,2024-06-08T12:09:38.769Z,bob
69628cb573274e06ceda1b0a,Note 19 - Positive,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,negative,0.433,-0.1053,-2,,2026-01-10T17:48:36.451Z,0,accomplissement personnel,personnel immense,etait incroyable,difficile mais,ete difficile,arrivee etait,preparation,sensation,,,,,,,,,difficile,incroyable,,,,,,,2024-12-02T07:59:09.906Z,charlie
69628cb573274e06ceda1b0b,Note 20 - Positive,Le cours de peinture était fantastique. J'ai appris de nouvelles techniques et créé une œuvre dont je suis vraiment fier. L'enseignant était inspirant.,Le cours de peinture était fantastique. J'ai appris de nouvelles techniques et créé une œuvre dont je suis vraiment fier. L'enseignant était inspirant.,positive,0.667,0.2174,5,,2026-01-10T17:48:36.458Z,0,nouvelles techniques,etait fantastique,enseignant etait,etait inspirant,peinture etait,suis vraiment,vraiment fier,appris,fantastique,,,,,,,,,,,,,,,,2025-05-19T19:17:43.524Z,charlie
69628cb573274e06ceda1b0c,Note 21 - Positive,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,J'ai terminé mon premier marathon ! La préparation a été difficile mais la sensation à l'arrivée était incroyable. Un accomplissement personnel immense.,negative,0.433,-0.1053,-2,,2026-01-10T17:48:36.464Z,0,accomplissement personnel,personnel immense,etait incroyable,difficile mais,ete difficile,arrivee etait,preparation,sensation,,,,,,,,,difficile,incroyable,,,,,,,2025-07-22T16:48:54.688Z,emma
69628cb573274e06ceda1b0d,Note 22 - Positive,"J'ai reçu une promotion aujourd'hui. Après deux ans de travail acharné, c'est enfin reconnu. Je me sens valorisé et motivé pour les nouveaux défis.","J'ai reçu une promotion aujourd'hui. Après deux ans de travail acharné, c'est enfin reconnu. Je me sens valorisé et motivé pour les nouveaux défis.",negative,0.433,-0.08,-2,,2026-01-10T17:48:36.472Z,0,promotion aujourd,travail acharne,nouveaux defis,sens valorise,aujourd hui,apres deux,hui apres,deux ans,,,,,,,,,sens,,,,,,,,2025-10-22T05:38:56.706Z,alice
69628cb573274e06ceda1b0e,Note 23 - Positive,Le cours de peinture était fantastique. J'ai appris de nouvelles techniques et créé une œuvre dont je suis vraiment fier. L'enseignant était inspirant.,Le cours de peinture était fantastique. J'ai appris de nouvelles techniques et créé une œuvre dont je suis vraiment fier. L'enseignant était inspirant.,positive,0.667,0.2174,5,,2026-01-10T17:48:36.478Z,0,nouvelles techniques,etait fantastique,enseignant etait,etait inspirant,peinture etait,suis vraiment,vraiment fier,appris,fantastique,,,,,,,,,,,,,,,,2024-12-07T10:09:46.594Z,alice
69628cb573274e06ceda1b0f,Note 24 - Positive,Notre équipe a gagné le tournoi de football d'entreprise. L'esprit d'équipe était incroyable et la célébration après la victoire était mémorable !,Notre équipe a gagné le tournoi de football d'entreprise. L'esprit d'équipe était incroyable et la célébration après la victoire était mémorable !,positive,0.633,0.2,4,,2026-01-10T17:48:36.485Z,0,celebration apres,etait incroyable,etait memorable,victoire etait,equipe etait,entreprise,football,tournoi,gagne,esprit,,,,,,,incroyable,,,,,,,,2024-01-27T10:58:48.990Z,emma
69628cb573274e06ceda1b10,Note 25 - Positive,Aujourd'hui a été une journée exceptionnelle ! J'ai finalisé le projet sur lequel je travaillais depuis des semaines et les retours ont été extrêmement positifs. Mon manager m'a même félicité en personne.,Aujourd'hui a été une journée exceptionnelle ! J'ai finalisé le projet sur lequel je travaillais depuis des semaines et les retours ont été extrêmement positifs. Mon manager m'a même félicité en personne.,neutral,0.5,0,0,,2026-01-10T17:48:36.491Z,0,journee exceptionnelle,extremement positifs,ete extremement,meme felicite,aujourd hui,travaillais,finalise,semaines,,,,,,,,,,,,,,,,,2025-09-24T06:11:50.768Z,diana
